"id","fqdn/ip","port","severity","finding","cve","cwe"
"TLS_extensions","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'session ticket/#35' 'next protocol/#13172' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'encrypt-then-mac/#22' 'extended master secret/#23'","",""
"TLS_session_ticket","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","yes","",""
"sessionresumption_ticket","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","not supported","",""
"sessionresumption_ID","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","not supported","",""
"TLS_timestamp","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","random","",""
"certificate_compression","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","none","",""
"clientAuth","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","none","",""
"cert_numbers","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","1","",""
"cert_signatureAlgorithm","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","SHA256 with RSA","",""
"cert_keySize","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","A6F584310F9B048EB4BFA6D27758D7A3","",""
"cert_serialNumberLen","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","16","",""
"cert_fingerprintSHA1","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","BFDAAF105726C362112DB4C8D51436367ECA567E","",""
"cert_fingerprintSHA256","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","8267250F7BFA50447FF94DF71DE19C9BC323E48159CC819BAF37A6B1443D1643","",""
"cert","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","-----BEGIN CERTIFICATE----- MIIGYDCCBUigAwIBAgIRAKb1hDEPmwSOtL+m0ndY16MwDQYJKoZIhvcNAQELBQAw XzELMAkGA1UEBhMCRlIxDjAMBgNVBAgTBVBhcmlzMQ4wDAYDVQQHEwVQYXJpczEO MAwGA1UEChMFR2FuZGkxIDAeBgNVBAMTF0dhbmRpIFN0YW5kYXJkIFNTTCBDQSAy MB4XDTIyMDExOTAwMDAwMFoXDTIzMDIxMTIzNTk1OVowJzElMCMGA1UEAwwcKi5v c2Mtc2VjbnVtLWZyMS5zY2FsaW5nby5pbzCCASIwDQYJKoZIhvcNAQEBBQADggEP ADCCAQoCggEBALr3UAgy7RojdGWZTlcTamRuAP37cDwzl5rMCeazZG+ycgOvzZdH o9ye8W5Uq+3CgUUnK/Hp4qfHtF2f0HeUYWmxtYx5VPiQiz174QK9RKLEwI41qTHF b0zCtg6bk6hz+rP25n8/JxSQI1EqTcoxPWN4pfVu3d7SgS3mUDQP+hOr8lQMWg91 XxnU5dgxLCFaGS1H3FCAQizL1HNNn44NBaOUM0qYQWoH9aKes704coZ40MJ7gGuX m3QQfbhHwQenS0NZ6v+XvVicjwdy2PDwP/FJSazUHFJYfdrpdmEbbSiXrMatyzRt ryxam56aedhbvSTY8a/We/rpwfihRL9et8UCAwEAAaOCA00wggNJMB8GA1UdIwQY MBaAFLOQp9jJr07NYTyffK1df0H9aTDqMB0GA1UdDgQWBBTFBLPsctX6d22gYXju h7ijfNrOxDAOBgNVHQ8BAf8EBAMCBaAwDAYDVR0TAQH/BAIwADAdBgNVHSUEFjAU BggrBgEFBQcDAQYIKwYBBQUHAwIwSwYDVR0gBEQwQjA2BgsrBgEEAbIxAQICGjAn MCUGCCsGAQUFBwIBFhlodHRwczovL2Nwcy51c2VydHJ1c3QuY29tMAgGBmeBDAEC ATBBBgNVHR8EOjA4MDagNKAyhjBodHRwOi8vY3JsLnVzZXJ0cnVzdC5jb20vR2Fu ZGlTdGFuZGFyZFNTTENBMi5jcmwwcwYIKwYBBQUHAQEEZzBlMDwGCCsGAQUFBzAC hjBodHRwOi8vY3J0LnVzZXJ0cnVzdC5jb20vR2FuZGlTdGFuZGFyZFNTTENBMi5j cnQwJQYIKwYBBQUHMAGGGWh0dHA6Ly9vY3NwLnVzZXJ0cnVzdC5jb20wQwYDVR0R BDwwOoIcKi5vc2Mtc2VjbnVtLWZyMS5zY2FsaW5nby5pb4Iab3NjLXNlY251bS1m cjEuc2NhbGluZ28uaW8wggF+BgorBgEEAdZ5AgQCBIIBbgSCAWoBaAB3AK33vvp8 /xDIi509nB4+GGq0Zyldz7EMJMqFhjTr3IKKAAABfnMyptYAAAQDAEgwRgIhAIZa tzaWJa2eD6wM+Oc2bEmumGKKj/JiqR76amAKeMaJAiEAiRgIeSQos5FsF/IHt2JN h5Cbgq1yKCuHUa1A/ccLRRgAdQB6MoxU2LcttiDqOOBSHumEFnAyE4VNO9IrwTpX o1LrUgAAAX5zMqafAAAEAwBGMEQCICXoX+ND0oMbkU9niZFtgx+SNAKCaBuOrGkw Z7JcjUAhAiBqu6ykLeBRa1hZzlOQ5FFBEzfmZhpv5okLMq7q8eFPRQB2AOg+0No+ 9QY1MudXKLyJa8kD08vREWvs62nhd31tBr1uAAABfnMypmsAAAQDAEcwRQIhAKRj /NA6wc2bBeppkncKeYQ4/ZHmw4NBqMy6QCteltBfAiBSiSzU1iCCdFeKDA0UxEcy +yWs6wrhbOw73lGRLz6ohTANBgkqhkiG9w0BAQsFAAOCAQEAIkIRWF5yUltpY7I9 REBNxR3HpciYeV9hbrmNKcIModLqeeOT1U92IKlsvbcSTa0CnPu57/bHJeXhf1um vnOlutG0DGMZ/7ttcFdGN+AiwXYhd85P8MG1yZdBRQfXlm2wsIS6yrW8oz851g7+ 0DWXq5z6+S6suELQ2aaEHperT/S9ztIjNLN5Pvdo7g42xJzJI92N7TrEcd2aVvAB k+aOd2M4qneTDd1oyd5mnw5ZoOdKoTzWLmI797QQo1sILbKYJjuld2TKM+P0tcUK 9zCrQyRR3YtBK8hrn1Vldu10nY3PrXW7Xs1NZJLge+Oy2Q9wN97W93ntg3PU2Dxh XAP49g== -----END CERTIFICATE-----","",""
"cert_commonName","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","*.osc-secnum-fr1.scalingo.io","",""
"cert_commonName_wo_SNI","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","*.osc-secnum-fr1.scalingo.io","",""
"cert_subjectAltName","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","*.osc-secnum-fr1.scalingo.io osc-secnum-fr1.scalingo.io","",""
"cert_trust","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","Ok via SAN wildcard and CN wildcard (same w/o SNI)","",""
"cert_chain_of_trust","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","passed.","",""
"cert_certificatePolicies_EV","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","no","",""
"cert_expirationStatus","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","234 >= 60 days","",""
"cert_notBefore","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","2022-01-19 00:00","",""
"cert_notAfter","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","2023-02-11 23:59","",""
"cert_extlifeSpan","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","not present","",""
"cert_crlDistributionPoints","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","http://crl.usertrust.com/GandiStandardSSLCA2.crl","",""
"cert_ocspURL","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","http://ocsp.usertrust.com","",""
"OCSP_stapling","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","LOW","not offered","",""
"cert_mustStapleExtension","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","--","",""
"DNS_CAArecord","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","issue=comodoca.com, issue=digicert.com;, issue=letsencrypt.org, issue=pki.goog;, issuewild=comodoca.com, issuewild=digicert.com;, issuewild=letsencrypt.org, issuewild=pki.goog;","",""
"certificate_transparency","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","yes (certificate extension)","",""
"certs_countServer","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","2","",""
"certs_list_ordering_problem","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","no","",""
"cert_caIssuers","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","Gandi Standard SSL CA 2 (Gandi from FR)","",""
"intermediate_cert <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","-----BEGIN CERTIFICATE----- MIIF6TCCA9GgAwIBAgIQBeTcO5Q4qzuFl8umoZhQ4zANBgkqhkiG9w0BAQwFADCB iDELMAkGA1UEBhMCVVMxEzARBgNVBAgTCk5ldyBKZXJzZXkxFDASBgNVBAcTC0pl cnNleSBDaXR5MR4wHAYDVQQKExVUaGUgVVNFUlRSVVNUIE5ldHdvcmsxLjAsBgNV BAMTJVVTRVJUcnVzdCBSU0EgQ2VydGlmaWNhdGlvbiBBdXRob3JpdHkwHhcNMTQw OTEyMDAwMDAwWhcNMjQwOTExMjM1OTU5WjBfMQswCQYDVQQGEwJGUjEOMAwGA1UE CBMFUGFyaXMxDjAMBgNVBAcTBVBhcmlzMQ4wDAYDVQQKEwVHYW5kaTEgMB4GA1UE AxMXR2FuZGkgU3RhbmRhcmQgU1NMIENBIDIwggEiMA0GCSqGSIb3DQEBAQUAA4IB DwAwggEKAoIBAQCUBC2meZV0/9UAPPWu2JSxKXzAjwsLibmCg5duNyj1ohrP0pIL m6jTh5RzhBCf3DXLwi2SrCG5yzv8QMHBgyHwv/j2nPqcghDA0I5O5Q1MsJFckLSk QFEW2uSEEi0FXKEfFxkkUap66uEHG4aNAXLy59SDIzme4OFMH2sio7QQZrDtgpbX bmq08j+1QvzdirWrui0dOnWbMdw+naxb00ENbLAb9Tr1eeohovj0M1JLJC0epJmx bUi8uBL+cnB89/sCdfSN3tbawKAyGlLfOGsuRTg/PwSWAP2h9KK71RfWJ3wbWFmV XooS/ZyrgT5SKEhRhWvzkbKGPym1bgNi7tYFAgMBAAGjggF1MIIBcTAfBgNVHSME GDAWgBRTeb9aqitKz1SA4dibwJ3ysgNmyzAdBgNVHQ4EFgQUs5Cn2MmvTs1hPJ98 rV1/Qf1pMOowDgYDVR0PAQH/BAQDAgGGMBIGA1UdEwEB/wQIMAYBAf8CAQAwHQYD VR0lBBYwFAYIKwYBBQUHAwEGCCsGAQUFBwMCMCIGA1UdIAQbMBkwDQYLKwYBBAGy MQECAhowCAYGZ4EMAQIBMFAGA1UdHwRJMEcwRaBDoEGGP2h0dHA6Ly9jcmwudXNl cnRydXN0LmNvbS9VU0VSVHJ1c3RSU0FDZXJ0aWZpY2F0aW9uQXV0aG9yaXR5LmNy bDB2BggrBgEFBQcBAQRqMGgwPwYIKwYBBQUHMAKGM2h0dHA6Ly9jcnQudXNlcnRy dXN0LmNvbS9VU0VSVHJ1c3RSU0FBZGRUcnVzdENBLmNydDAlBggrBgEFBQcwAYYZ aHR0cDovL29jc3AudXNlcnRydXN0LmNvbTANBgkqhkiG9w0BAQwFAAOCAgEAWGf9 crJq13xhlhl+2UNG0SZ9yFP6ZrBrLafTqlb3OojQO3LJUP33WbKqaPWMcwO7lWUX zi8c3ZgTopHJ7qFAbjyY1lzzsiI8Le4bpOHeICQW8owRc5E69vrOJAKHypPstLbI FhfFcvwnQPYT/pOmnVHvPCvYd1ebjGU6NSU2t7WKY28HJ5OxYI2A25bUeo8tqxyI yW5+1mUfr13KFj8oRtygNeX56eXVlogMT8a3d2dIhCe2H7Bo26y/d7CQuKLJHDJd ArolQ4FCR7vY4Y8MDEZf7kYzawMUgtN+zY+vkNaOJH1AQrRqahfGlZfh8jjNp+20 J0CT33KpuMZmYzc4ZCIwojvxuch7yPspOqsactIGEk72gtQjbz7Dk+XYtsDe3CMW 1hMwt6CaDixVBgBwAc/qOR2A24j3pSC4W/0xJmmPLQphgzpHphNULB7j7UTKvGof KA5R2d4On3XNDgOVyvnFqSot/kGkoUeuDcL5OWYzSlvhhChZbH2UF3bkRYKtcCD9 0m9jqNf6oDP6N8v3smWe2lBvP+Sn845dWDKXcCMu5/3EFZucJ48y7RetWIExKREa m9T8bJUox04FB6b9HbwZ4ui3uRGKLXASUoWNjDNKD/yZkuBjcNqllEdjB+dYxzFf BT02Vf6Dsuimrdfp5gJ0iHRc2jTbkNJtUQoj1iM= -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","B9F2164323638DCE0B92218B43C41C1B2B2696389329DB19F5CF7AD49B5CB372","",""
"intermediate_cert_notBefore <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","2014-09-12 00:00","",""
"intermediate_cert_notAfter <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","2024-09-11 23:59","",""
"intermediate_cert_expiration <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","Gandi Standard SSL CA 2 <-- USERTrust RSA Certification Authority","",""
"intermediate_cert_badOCSP","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","302 Found ('/')","",""
"HTTP_clock_skew","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","1655897746","",""
"HSTS","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","LOW","not offered","",""
"HPKP","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No Server banner line in header, interesting!","",""
"banner_application","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No application banner found","",""
"cookie_count","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","0 at '/' (30x detected, better try target URL of 30x)","",""
"security_headers","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","MEDIUM","--","",""
"banner_reverseproxy","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","--","","CWE-200"
"heartbleed","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","supported","","CWE-310"
"secure_client_renego","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=8267250F7BFA50447FF94DF71DE19C9BC323E48159CC819BAF37A6B1443D1643","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","--","CVE-2015-4000","CWE-310"
"BEAST","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_81","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_90","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_11","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_12","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_79_win10","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_101_win10","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_66_win81","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_100_win10","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_6_xp","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_win81","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 DHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-ie_11_winphone81","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No connection","",""
"clientsimulation-ie_11_win10","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_15_win10","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-edge_101_win10_21h2","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_121_ios_122","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_130_osx_10146","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_154_osx_1231","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java_7u25","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","No connection","",""
"clientsimulation-java_8u161","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-java1102","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java1703","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-go_1178","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-libressl_283","opentermsarchive-org.osc-secnum-fr1.scalingo.io/185.21.194.105","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
